Class Index,Description
2,"NEW YORK (Sports Network) - The National Football League  handed down \$10,000 fines on Tuesday to linebacker Joey Porter  of the Steelers and running back William Green of the Browns  for their parts in a pre-game fight this past Sunday."
1,The United Nations says fighting in the east of the Democratic Republic of Congo continued Wednesday. The Congolese government and neighboring Rwanda have traded accusations yet again over who is involved.
2,"First, thanks to all those Bengals fans who wrote to complain about the dig on their team #39;s uniforms. Yeah, this time of year I like pumpkin pie and sweet potatoes, too, but not when I have to wear them on Sundays."
4,"Human genome researchers have said we have about 10,000 or 20,000 fewer genes than they originally estimated."
3,"Wearing many tam-o #39;-shanters. Callaway Golf (nyse: ELY - news - people ) executive William C. Baker will take the mantles of president and chief operating officer from Patrice Hutin, the company announced Monday."
2,"Conner Barth booted a 42-yard field goal on the final play of the game, giving North Carolina a shocking 31-28 upset of the fourth-ranked Hurricanes on Saturday night."
4,"TOKYO: Motorola and NTT DoCoMo, Japan #39;s top mobile phone operator, said yesterday they would jointly develop third-generation (3G) handsets, giving Motorola a way into a market largely out of reach for foreign manufacturers."
4,"TOKYO (AFP) - Japanese video game fans have bought nearly all 200,000 PlayStation Portable (PSP) handheld video-game machines launched on Sunday by Sony, the company said."
4,"AP - An alien species of catfish has been caught in the Delaware Raritan Canal, prompting fears among environmental officials that the voracious predator could devastate native catfish, sunfish and some sturgeon populations the way it has in southeastern states."
3,That #39;s the estimate of how much damage Hurricane Charley has wracked upon Florida. Much of that has been done to small businesses.
2,"ALEX McLeish, the Rangers manager, will ponder long and hard the importance of this match and how significant the three points secured at Easter Road could turn out to be."
3,Citigroup said regulators warned the bank that an investigation of its asset management unit could result in an enforcement action against the executive who ran the division.
1,British security officials hunting for Margaret Hassan are trying to contact the intermediary who acted as the conduit with Abu Musab al-Zarqawi #39;s group during the kidnapping of Kenneth Bigley.
4,"Johannesburg, 10 December 2004 - Mobile operator MTN has announced a strategic partnership with Ericsson, which will become its partner of choice for its third-generation (3G) network."
3,"In order to take the top job as Disney, Robert A. Iger, the companys president, must walk a fine line between stating his accomplishments and appearing to engage in an unseemly campaign for the job."
4,washingtonpost.com - The Senate Commerce Committee voted yesterday to require cell phone companies to get the approval of individual customers before listing their wireless phone numbers in public directories.
2,"For starters, the Pistons played well enough to win their season opener Tuesday night against the Houston Rockets. But down the road, they will need more help off the bench."
4,New Mexico Gov. Bill Richardson traveled to California yesterday to urge the University of California regents to compete to continue managing the Los Alamos National Laboratory.
2,"History, records and the small matter of a grand slam title will be on the line when world number one Roger Federer takes on former champion Lleyton Hewitt in the final of the US Open later on Sunday."
1," ANKARA (Reuters) - Russia and Turkey, putting to rest  lingering Cold War tensions, said Monday it was time their  political ties caught up with their booming economic links."
2,"John Kerry supporters got a welcome omen Sunday in the Green Bay Packers #39; 28-14 win over the Washington Redskins. According to NFL and political lore, if the Redskins win the last home game before Election"
2,David Beckham has joined forces with Sven-Goran Eriksson to warn Wayne Rooney that he must learn to channel his fiery aggression in the right manner.
4,Intel has followed up its patent cross-licensing agreements with graphics processor maker ATI Technologies with a similar one with rival Nvidia.
2,"#39;Emlyn started with Liverpool in midfield. As his career went on, he finished up playing centre-half and that was probably when we started to play football from the back and the way Liverpool Football Club moved up a gear."
4,"Oct. 12 - The Federal Trade Commission wants to shut down software that it says, hijacks computers without the owners #39; knowledge."
1,"Islamabad, Pakistan -- A former Guantanamo prisoner thought to have forged ties with al-Qaida since his release is leading a militant band whose members have strapped explosives on two Chinese engineers they kidnapped in a lawless region near the "
3,"The threat of \$50 a barrel for the New York price seemed very real last month, but in the end it turned out to be a near miss. Still, there is plenty for Opec to think about as the group #39;s energy ministers gather in Vienna."
1,Rwanda has denied it has pushed troops into Democratic Republic of Congo hours after UN peacekeepers said they had compelling evidence that some had entered the vast country.
1,AP - Highlights of President Bush's second-term education proposals:
2,"FOXBORO, Mass. -- In a fresh slant on the standard light-bulb joke, instead of asking how many Seahawks it takes to screw in a light bulb, one wonders how many light bulbs it takes before the Seahawks can screw one in without dropping it."
4,"Nortel Networks Corp. (NT.TO: Quote, Profile, Research) said on Thursday it will again delay filing results, predicting it will not release reports for 2003 and the first half of 2004 until the end of October."
1," BRIGHTON, England (Reuters) - Iraq overshadowed the start  of Tony Blair's Labour Party conference on Sunday despite the  prime minister's efforts to turn attention to the domestic  agenda ahead of a general election expected next year."
1, BANGKOK (Reuters) - A top U.N. rights envoy condemned on  Wednesday the arrest and jailing of opposition activists in  military-ruled Myanmar and said he had received credible  reports of rights violations in border areas.
4,Perhaps the decision to name its flagship product after a fictional shipwrecked traveler who spent almost 30 years trapped on a small island was not the best of omens for Transmeta Corp.
4,"AP - California could have 1 million buildings producing solar energy by 2018, with half of all new homes powered by the sun, administration officials said as they outlined ways to meet one of Gov. Arnold Schwarzenegger's more ambitious campaign promises."
1,"PARIS -- Three years after the Sept. 11 attacks forced the West to take a collective crash course on Islamic terrorism, the myths endure: The militants are impoverished and uneducated. Lifelong religious fervor drives them to embrace jihad. Al Qaeda aggressively recruits and brainwashes the men."
2,"Before Game 1 of the World Series, Johnny Pesky walked up to the batting cage at Fenway Park and gave a big ol #39; hug to a fellow octogenarian, Red Schoendienst."
4,David Kirsch will be online to talk about research at the University of Maryland's Robert H. Smith School of Business to preserve records from the dot-com era of the late 1990s.
1,"AFP - The Economist, the weekly bible of the world's top movers and shakers, said it is throwing its support behind Democratic challenger John Kerry in the upcoming US presidential election."
3,Oil prices fell to seven-week lows below \$47 a barrel on Wednesday as traders braced for another increase in US oil and natural gas inventories ahead of winter.
1,"Dogs can be trained to sniff out bladder cancer, scientists say they have proven for the first time."
4,"Reuters - Japanese precision equipment maker\Olympus Corp. (7733.T) said on Wednesday it would launch a\portable music player equipped with a hard disc drive, entering\an increasingly crowded field now dominated by Apple Computer's\ iPod."
2,"Forget September call-ups. The Red Sox may tap their minor league system for an extra player or two when the rules allow them to expand their 25-man roster Wednesday, but any help from the farm is likely to pale against the abundance of talent they gain from the return of numerous players, including Trot Nixon , from the disabled list."
3,"When some distressed debt owned by Goldman Sachs finally flat-lined not long ago, the investment bank found itself in possession of some unusual collateral: 800,000 acres of undeveloped land in Tierra del Fuego."
2, ATHENS (Reuters) - Americans Misty May and Kerri Walsh  finished off their Olympic beach volleyball competition with a  perfect record and a gold medal after beating Brazil in  straight sets in the final match Tuesday.
3,"Metro-Goldwyn-Mayer Inc. (MGM.N: Quote, Profile, Research) shares jumped more than 7 percent on Wednesday on a report that a deal to acquire the company for up to \$5 billion could be announced as early as next week."
2,The offenses of the St. Louis Cardinals and Boston Red Sox will no doubt keep scoreboard operators busy at Fenway Park for the first two games of the World Series.
2,D.C. Council Chairman Linda W. Cropp said Sunday that she appears short on votes to support her alternative proposal to construct a major league ballpark adjacent to RFK Stadium.
2,"Miami Dolphins defensive tackle Larry Chester will miss the rest of the season because of a torn ligament in his right knee, his agent said Monday."
3,NEW YORK (CNN/Money) - Oil prices tumbled again Thursday as traders anticipated lower demand from economic powerhouse China on the heels of an unexpectedly large rise in US crude inventories.
3,"Aug. 18 (Bloomberg) -- Nestle SA, the world #39;s largest food company, said first-half profit rose 2.1 percent, less than forecast, as sales in Western Europe declined and costs for sugar, energy and packaging materials increased."
2,"The extent of Red Sox ace Curt Schilling's ankle injury virtually guarantees that he will not be in top form until surgeons repair his damaged right ankle after the season, according to medical experts."
1,Australian Greens leader Bob Brown says he is astounded issues like the environment and rural and regional Australia did not rate a mention in last night #39;s debate between the Prime Minister and the Opposition leader.
1,Foreign Secretary Jack Straw has flown to Khartoum on a mission to pile the pressure on the Sudanese government to tackle the humanitarian catastrophe in Darfur.
3,The European Union #39;s head office said Monday it had filed a complaint against the United States and Canada for failing to lift sanctions against the EU over its ban on imports of hormone-treated beef.
3,Saudi Arabia said Sunday it is seeking stable oil prices in the international market for the sake of consumers and producers. Saudi Oil Minister Ali al-Nuaimi said during 
3,Houston-based Anadarko Petroleum Corp. has agreed to sell its Gulf of Mexico shelf properties in two deals that total \$1.312 billion.
1,"Israel announced plans yesterday to build 533 new homes in the West Bank, increasing the number of permits to three times those allowed in the previous three years combined."
2,Steve Wigley continues to face opposition to his role as Southampton head coach after the League Managers Association revealed their anger at a decision to let him stay on as Saints boss until the end of the season.
1,"Reuters - Inspectors from the U.N. nuclear\watchdog would like to visit a military complex in Iran that an\exile group said housed a nuclear weapons site, but they lack\the legal authority to go there, U.N. diplomats said."
2,"AP - The Luckeyes' magic is alive and well. Ohio State made up for a shoddy day offensively by forcing five turnovers, and Mike Nugent tied a school record with five field goals to give the ninth-ranked Buckeyes a 22-14 victory over North Carolina State on Saturday."
3,"Southwest Airlines Inc. (LUV.N: Quote, Profile, Research) , the largest US discount carrier, will cut 88 scheduled flights in October, largely to free up planes for more lucrative"
2,A game between two of the league #39;s top scoring teams from last season wasn #39;t pretty. Both the Kings and Sonics shot below 42 percent in the first half of last night #39;s NBA game at KeyArena.
1,"DAKAR, Senegal, Sep 13, 2004 (PANA) -- New York-based Human Rights Watch (HRW) has in a letter to the UN Security Council urged an immediate increase in international presence in Darfur and an extension of arms embargo to stop continuing atrocities in the"
1,Reuters - Israel's attorney general urged the\government Thursday to swiftly reroute its barrier in the\occupied West Bank to minimize the risk of international\sanctions after the World Court deemed the project illegal.
3,"A decline in the nation #39;s inventory of heating oil catapulted crude futures prices toward \$55 a barrel yesterday, providing the latest jolt to a market already"
3,"Reuters - Alcoa Inc. , the world's\biggest aluminum producer, said on Thursday that net income for\the quarter rose slightly, as labor problems and the effect of\Hurricane Ivan offset high aluminum prices."
4,"washingtonpost.com - BlackBerrys and Bluetooth share an embarrassing trait -- these two uses of wireless technology have remained stubbornly irrelevant to many mainstream users, despite the benefits they might offer and the hype they often get in the press."
1,"LONDON, Dec 11 (IranMania) - Iraqi Vice-President Ibrahim al-Jaafari refused to believe in remarks published Friday that Iran was attempting to influence Iraqi polls with the aim of creating a  quot;crescent quot; dominated by Shiites in the region."
2,"But Ponder, the head football coach at Rider High School in Wichita Falls, Texas, said Nelson, the star wide receiver who committed to the Irish in July, could be re-thinking his commitment in the wake of Tyrone Willingham #39;s firing."
1,A report suggests the UN's target of universal primary education by 2015 is unlikely to be reached.
4,"Yahoo Profit More Than Triples Thanks to Overture\\Yahoo's quarterly profit more than tripled when compared to Q3 2003. The increase in Yahoo profit over this time period is largely attributed by the performance of Yahoo's search engine advertising service Overture. Yahoo posted net income of \$253.3 million, or 17 cents ..."
2,"On top of the leaderboard at the Chrysler Classic of Greensboro, he began having visions of his first PGA Tour victory. But Ogilvie struggled with his putting the rest of the "
2,"It was the nadir of a love affair, at the Stadio Olimpico in Roma on Sunday, that had endured much during its existence, but was perhaps not prepared for a midweek surrender at Juventus in a season that has so far seen more than its fair share of turmoil "
2,"LONDON Oct. 13, 2004 - David Beckham apologized Wednesday for the yellow card ploy that earned him a convenient World Cup suspension."
2,"A MAJESTIC Carlos Moya tamed world No2 Andy Roddick 6-2, 7-6, 7-6 yesterday to clinch the Davis Cup for Spain. The popular Majorcan erased the heartache of missing Spains maiden triumph in 2000 by bringing"
4,"Granted, from a performance point of view PCI-Express is barely a match for AGP8X, but both ATI and NVIDIA have been aggressively moving forward with introducing graphic cards using the interface."
1,"Sri Lankan truck driver Dinesh Rajaratnam taken hostage in Iraq last October has been released along with his Bangladeshi colleague Abul Kashem, the Foreign Ministry confirmed yesterday."
4,"CAROLINE KENNEDY is staging the ultimate yard-sale. She is clearing out paintings, furniture, horseriding gear and a mysterious photograph of a nude woman by a swimming pool from the attics and cupboards of several family homes."
1," ISLAMABAD (Reuters) - Several people were hurt in an  explosion in the eastern Pakistani city of Lahore Sunday, the  private TV channel Geo reported."
3,Apple Computer saw its shares jump 13 percent after it delivered a strong quarterly earnings report. Sales were propelled by burgeoning demand for the iPod digital-music player.
4,System builders say Intel #39;s latest price cuts will help them clear out old inventory and should move the sweet spot of the company #39;s processor lineup to the 3GHz Pentium 4 from the 2.8GHz Pentium 4. After
3,Seven Network Ltd. shares had their biggest drop in four months after the broadcaster posted TV advertising growth that lagged the industry and on concern it won #39;t keep viewers attracted by its Olympic Games coverage.
2,"Roger Clemens could scarcely contain his glee, practically skipping off the mound and pumping his fist after his final strikeout of the night."
3,Shares of Internet travel firm Orbitz Inc. surged after it agreed to be acquired by Manhattan-based Cendant Corp. for about \$1.25 billion.
4,"Parachutes failed to open as NASA's Genesis space capsule plunged back to Earth on Wednesday, causing it to take a tumble from the heavens and bury itself in the desert sands of western Utah, perhaps seriously damaging precious cargo revealing the origins of the solar system."
3, NEW YORK (Reuters) - U.S. Treasury prices fell on Wednesday  after the Federal Reserve raised interest rates and suggested  in its post-meeting statement that further tightening was  likely.
4,OLED or Organic LED is not made of semiconductors. It #39;s made from carbon-based molecules. That is the key science factor that leads to potentially eliminating LEDs #39; biggest drawback - size.
3,"Google Inc., the world #39;s most-used Internet search engine, yesterday introduced software that lets users search for files from their own computers as well as the Web, entering a new area of competition with Microsoft Corp."
3,"Oil prices fell again Thursday as worries over supply disruptions eased. New York light sweet crude ended the day just over \$43, and OPEC president Purnomo Yusgiantoro said the cartel hoped"
3,"CHICAGO (Reuters) - Johnson Controls Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=JCI.N target=/stocks/quickinfo/fullquote""&gt;JCI.N&lt;/A&gt;, said on  Tuesday that quarterly earnings rose 24 percent on growth in  both its automotive interiors and building controls business."
2,"A hospital spokeswoman said the European Cup winner, who was 69, had been suffering from stomach cancer. 1955: Makes his League debut in a game against Barnsley."
3,"PITTSBURGH -- US Steel Corp. swung to its third consecutive quarterly profit, helped by higher prices and a tax gain, to beat analysts #39; earnings estimates."
1,"quot;This is the beginning of the endgame, not the endgame, quot; Samore said. The meeting was to give Iran a last chance to come clean before the International Atomic Energy Agency (IAEA) decides on 25 November whether Iran is cooperating or not."
1,Families of British victims in the Sept. 11 terror attacks would gather at a memorial garden here on Saturday to commemorate the third anniversary of the tragic event.
2,"AP - Stuart Appleby of Australia was the only player to break 70 Friday, shooting a 3-under-par 69 that left him with a one-stroke lead over Lee Westwood of England halfway through the Nedbank Golf Challenge."
4,"AP - Prosecutors have charged 11 people in California, Texas and Washington state with conspiring to distribute more than  #36;30 million of counterfeit computer software and products."
1,Two articles appeared side by side on September 21 in newspapers across America. The first contained an update on Irans efforts to produce enriched uranium for nuclear powered plants to meet its growing energy needs.
2,"Wimbledon champion Maria Sharapova routed Anne Kremer of Luxembourg 6-0, 6-2 Saturday to advance to the Korea Open final. The top-seeded Sharapova will play for the title Sunday against Poland #39;s Marta Domachowska"
2,The Cardinals overwhelm Odalis Perez and the Dodgers in an 8-3 blowout in the opener of their NL playoff series.
4,"Intel Pentium M processors, along with Intel 855 chipset family and the Intel PRO/Wireless Network Connection family, are key components of Intel Centrino mobile technology -- Intel #39;s best technology for mobile computing."
3,"Gasoline prices are hitting record highs, stocks of winter heating fuel are shrinking and energy costs are slowing the US economy."
2,Britain #39;s Luke Donald continued his remarkable run in Europe by setting up the chance of a third win in seven events when he took over the Dunhill Links Championship lead on Saturday.
2,"Serginho, a 30-year-old defender, died after suffering a heart attack while playing for Sao Caetano in a Brazilian first-division soccer game against Sao Paulo yesterday, his team said."
1,ISN SECURITY WATCH (20/10/04) - Lebanese Prime Minister Rafik Hariri tendered his cabinets resignation on Wednesday and said he would not head a new government.
2,"Friday #39;s lesson of the day at the Charles Schwab Cup Championship: When in doubt, fight back. If still in doubt, fight back some more."
1,"China plans to enact an anti-secession law, the government said Friday, in a move apparently aimed at promoting Beijing #39;s campaign to pressure Taiwan into uniting with the mainland."
1,"From the thriving centre of Kabul to remote mountain villages, Afghans go to the polls on Saturday still under the shadow of the old regimes."
1,"COIMBATORE: Muthulakshmi, wife of dreaded forest brigand Veerappan, killed in an encounter with STF on Monday, said on Wednesday, that the government should ensure that the educational needs of her two daughters are fulfilled."
1,"AFP - President Pervez Musharraf declared he could see light at the end of the tunnel after proposing bold reforms to break Pakistan's deadlock with India over Kashmir, but analysts caution the journey is still painfully long."
4,"AP - The distributor of file-swapping giant Kazaa welcomed a U.S. court's ruling that two of its rivals are not legally liable for the songs, movies and other copyright works shared online by their users."
3,"Kroger (KR), the largest US grocer, Tuesday reported a 25 drop in quarterly profit. Even though sales rebounded in Southern California, where Kroger was hit by a strike, Chief Executive"
1,"Also, insurgents kidnapped three relatives of the Iraqi prime minister, Ayad Allawi, from their home in Baghdad."
4,"Internal reports show that Romanian cyber extortionists weren't the first to penetrate the South Pole Research Station, but cast doubt on the U.S. claim that life support systems were compromised in the attack.\"
3,"Shares shuffled to a mixed finish yesterday, rebounding from earlier lows as oil prices retreated after surging past \$50 a barrel."
2,"The evolution of John Stocco is far from complete, but in his ninth career start he proved he was capable of putting together one of the most well-rounded games by a quarterback in University of Wisconsin history."
1,"AFP - The most senior state official to be hurt in Thailand's restive south was accidentally shot and injured by one of his own guards, the Thai premier has said, discounting initial claims of an assassination attempt."
4,Lycos Europe has released a special screensaver for Windows and the Mac OS platforms that will attack spam web pages. The screensaver Make Love No Spam will overload a variety of spam servers by flooding 
3,"Investment group Steel Partners II LP on Thursday offered to buy up the remaining stake in aircraft component maker GenCorp Inc., saying the company #39;s board has made  quot;many mistakes quot; in allocating capital and managing day-to-day operations."
1,"Evidence of the explosive hexogen was found on a Tu-134 jetliner that crashed in the Tula region south of Moscow, said Sergei Ignatchenko, spokesman for the Federal Security Service."
3," NEW YORK (Reuters) - U.S. blue chips were little changed on  Tuesday as an upgrade on Caterpillar Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CAT.N target=/stocks/quickinfo/fullquote""&gt;CAT.N&lt;/A&gt; and a  three-session drop in oil prices offset weakness in technology  shares."
2,"AP Olympic Digest for Wednesday AMs. The supervisor is Aaron Watson. The phone number for the New York sports desk is (212) 621-1630. Reruns of stories and agate available from http://yourap.org, from the Service Desk (800-838-4616) or your local AP ..."
4,"Fable succeeds as a plain-ol' fantasy action game where you kill things to buy stuff to kill bigger things. But given the expectations that preceeded it, the game is ultimately disappointing. Lore Sjberg reviews Fable."
2,LSU coach Nick Saban believes in the old saying about two heads being better than one -- especially with quarterbacks this year. The fifth-ranked Tigers had success with Marcus Randall and JaMarcus Russell last week.
1,An opinion poll published in Jakarta shows Indonesia #39;s President Megawati Sukarnoputri is set for a crushing defeat in next Monday #39;s presidential election run-off.
3,"American Express (AXP.N: Quote, Profile, Research) on Monday said quarterly earnings rose 14 percent, matching analysts #39; expectations, as cardholder spending and borrowing increased while loan losses fell."
1,RESCUERS in the Philippines yesterday pulled at least four survivors from a building that collapsed in mudslides 10 days ago. The miraculous tale of survival came as officials
3,"WASHINGTONAmerican shoppers turned tight-fisted in August, dropping sales at retailers by 0.3 per cent and providing fresh evidence of an erratic pace of consumer spending in recent months."
2,"Andy Roddick surged into the third round of the Paris Masters with a 6-2, 6-2 rout of Armenia #39;s Sargis Sargsian on Wednesday in his first match since late September."
3,"Business software maker Oracle Corp. on Friday said it will release its second-quarter earnings before US markets open on Monday, instead of Thursday, due to issues related to its takeover bid for PeopleSoft Inc."
3,"US Treasury Secretary John Snow said he believes Michigan -hich has lost about 190,000 factory jobs during the past five years  -l continue to be a global manufacturing leader."
2,"ATHENS (Reuters) - The U.S. women took their third  consecutive gold medal in Olympic basketball on Saturday,  breaking open a close game in the fourth quarter to beat  Australia 74-63."
1,"One of the leading figures in the Greek Orthodox Church, the Patriarch of Alexandria Peter VII, has been killed in a helicopter crash in the Aegean Sea."
2,AP - Atlanta Falcons quarterback Michael Vick missed practice Monday because of tightness in his right hamstring.
2,"ATHENS, Greece Aug. 29, 2004 - The defrocked Irish priest who bolted from the crowd and tackled the marathon leader about three miles from the finish Sunday has been arrested before for disrupting sporting events."
4,"Yahoo (Quote, Chart) isn #39;t ready to concede the e-mail search market to Google (Quote, Chart). In a deal that signals aggressive response to the growing popularity of Google #39;s (Quote, Chart) Gmail service, Yahoo"
1, SEOUL (Reuters) - South Korea Monday shrugged off North  Korean criticism of the South's experiments with nuclear  materials as familiar posturing that would not rule out the  mercurial communist North's return to atomic arms talks.
1,"AP - The Israeli government on Tuesday invited construction bids for 1,001 new homes in Jewish settlements in the West Bank, an official said, in direct violation of a U.S.-backed peace plan calling for a settlement freeze."
4,"Reuters - A powdered anthrax vaccine that\people potentially could take by themselves protects rabbits\against the deadliest form of the bacteria, researchers said on\Tuesday."
1,"Two Macedonian construction workers kidnapped south of Baghdad have been beheaded, and the group claiming responsibility accused the men of working as spies for US forces in Iraq, the Arab television network Al-Jazeera has reported."
2,"Everton boss David Moyes was full of praise for his hard-working side after Lee Carsley #39;s free-kick goal saw them claim a point from their visit to St James #39; Park yesterday, writes Miles Starforth."
4,"AP - A dishwasher-sized spacecraft on Europe's first mission to the moon was set to enter lunar orbit, a key milestone in its 13-month trip into space, the European Space Agency said."
2,Chelsea dropped its first points of the season when it was held to a goalless draw by a combative Aston Villa side at Villa Park yesterday.
3,"SAN FRANCISCO (CBS.MW) -- Third-quarter earnings have so far beaten reduced expectations, and more surprises are expected in the coming week -- the busiest period of the earnings season."
4,Microsoft #39;s decision to axe WinFS from Longhorn provides the company with an opportunity to expand the technology to work with multiple systems.
3,"Consumer confidence declined in September for the second consecutive month, a New York-based private research group said Tuesday."
4,"Sony #39;s (NYSE: SNE) tweaking its musical strategy, with reports galore that the electronics giant will now support the playback of MP3 files on many of its digital music players."
2,India captain Saurav Ganguly expressed his dismay and Australia #39;s Adam Gilchrist his delight as the grassy wicket in Nagpur became the centre of attention on the eve of the third test.
2,"Montreal could be forced to pull out of hosting next year #39;s world championships if help with funding is not forthcoming, according to the chief executive of the organizing committee."
4,"Thornbugs communicate by vibrating the branches they live on. Now scientists are discovering just what the bugs are ""saying."""
1,Stories that Kim Jong Il's favorite companion has passed away leads to speculation on North Korea's line of succession
1,AP - South Korea went on high alert over possible infiltration by North Korean agents Tuesday after border guards found a hole cut in a fence. The alert came as Secretary of State Colin Powell urged the North to return to nuclear talks if it wants international assistance.
3,"The management of Gold Fields, the South African gold producer, was dealt a blow on Tuesday after shareholders voted against a proposed reverse takeover of Canadian gold group Iamgold."
4,"Reuters - America Online Inc. on Thursday\shunned a Microsoft Corp. proposal to help weed out unwanted\""spam"" e-mail because Internet engineers are reluctant to adopt\technology owned by the dominant software company."
4,"Firefox 1.0 Renews Interest in the Browser\\The Mozilla folks, with apologies to the Monty Python gang, aren't quite dead yet. They feel happy. They think they'll go for a walk.\\What they've done is take advantage of the frustration many people, particularly Windows users, are feeling with the condition of their ..."
3,"Ford Motor Co. announced the retirements of president Nick Scheele and vice chairman Allan Gilmour on Thursday, two company veterans tapped by Bill Ford to help the company emerge from a sea of red ink during the past three years."
2,Russia #39;s Mikhail Youzhny and Slovakia #39;s Karol Beck won three-set semifinals Saturday and will play for the St. Petersburg Open title.
2,There #39;s something very strange about the Royals and Tigers on Thursday afternoons. Baseball scores start looking more like football scores.
4,"Microsoft (Quote, Chart) has fired another salvo in its ongoing spam battle, this time against porn peddlers who don #39;t keep their smut inside the digital equivalent of a  quot;Brown Paper Wrapper."
3,"Rank Group Plc, a UK distributor of movies for half a century, plans to exit the film industry after losses at its DVD and cinema production business."
1,Reuters - Iran Sunday rejected European demands it\abandon sensitive nuclear activities but reiterated its\readiness to provide assurances that its atomic ambitions are\entirely peaceful.
2,"AP - Spain's Alex Corretja overcame Gregory Carraz of France 4-6, 7-6 (5), 6-4 on Thursday in the second round of the  #36;446,050 Open de Moselle tennis tournament."
1,"Coimbatore: The country #39;s most wanted forest brigand Veerappan, charged with abduction and murder of politicians and film stars, was on Monday night killed in a gunbattle with Tamil Nadu police in a thick forest about 150 km from here, ending three"
2,"Michael Schumacher even sets records by finishing second. He was runner-up to Kimi Raikkonen in the Belgian Grand Prix at Spa-Francorchamps yesterday, only the second time in 14 races this season Schumacher did not win. But he did score enough points to clinch an unprecedented seventh Formula One drivers' title."
3,"Profits may disappoint, but revenue strength is evidence that the game company is a relevant player."
1,"Kenya's Wangari Maathai wins this year Nobel Peace Prize, the first African woman to do so."
3,"Bank of America Corp. has told executives at the FleetCenter that it is no longer interested in putting its own name on the building, and even raised the possibility of renaming the arena as the Boston Garden as a gift to the city."
2,Newcastle United marked their first Premier League match under Graeme Souness with a 2-1 win at Southampton thanks to 20-metre winner from right back Stephen Carr on Sunday.
2,"AP - The third-ranked Auburn Tigers will face No. 9 Virginia Tech on Jan. 3 in the Sugar Bowl, a matchup of conference champions that greatly exceeded expectations."
4,"AP - It's part of an intensifying car rental rumble: As Enterprise Rent-A-Car increases its visibility at airports, longtime airport leader Hertz is muscling into America's neighborhoods, Enterprise's closely guarded turf."
1,"A drug now used to treat breast cancer could help men with advanced prostate cancer live longer, say scientists."
3,"Stepping up its counterattack against cable TV outfits encroaching on its turf, Verizon will offer its own video packages, plus ultra-high-speed Internet access, to customers in six more "
3,"San Jose-based Internet auction site eBay, Inc., says it had net income of \$182.3 million or 27 cents per diluted share on revenues of \$805."
3,LOS ANGELES (CBS.MW) -- Surging demand from emerging economies and rising commodity prices worldwide is casting daylight on coal-mining stocks.
2,BASEBALL Florida (NL): Released Ps Billy Koch and Aaron Small and C Ramon Castro; added INFs Joe Dillon and Derek Wathan to roster.
1,"PHNOM PENH: Cambodia has moved closer towards selecting a new monarch to replace abdicated King Norodom Sihanouk, with the country #39;s Senate approving a bill needed to appoint his successor."
3,"AP - Jewelry retailer Tiffany  amp; Co., dragged down by weaker-than-expected sales in Japan and higher precious metal and diamond costs, recorded a 26 percent drop in third-quarter earnings."
1,The Association of Southeast Asian nations (ASEAN) and China have signed an agreement to create the world #39;s biggest free trade area by removing tariffs for their two billion people by the end of the decade.
1,Italian Prime Minister Silvio Berlusconi confirmed on Tuesday that two female Italian aid workers who had been taken hostage in Iraq had been released and turned over to the Italian Red Cross.
2,Television and radio stations in Israel cut away from their midday programming. News Web sites were updated faster than even the nimblest of fingers could press  quot;refresh.
3,The announcement Thursday that William Perez was leaving SC Johnson to take over as CEO of Nike Inc. surprised the business world.
2,"Briton Jenson Button will have to wait until mid-October to find out whether he drives for Williams or BAR next year. Button has spent the past three seasons with BAR, but in August revealed he has signed "
3,"Four days after Novell Inc. of Waltham received half a billion dollars from Microsoft Corp. to settle an antitrust complaint, Novell has filed another antitrust suit against its giant rival."
4,AP - Wachovia Corp. is planning a  #36;400 million data center in Birmingham that will anchor a 337-acre technology park.
4,"Reuters - A few decades ago, the earliest warning\Floridians would have had of a hurricane would have been black\clouds on the horizon. Now people are complaining after\Hurricane Charley hit shore at a point just 60 miles off from\the track projected by meteorologists."
4,Detectives warn internet auction bidders to be wary of how they pay after a teenage fraudster conned customers.
4,"By ALLISON LINN    SEATTLE (AP) -- Though Microsoft Corp.'s new security update package is all about protecting systems from worms, viruses and spyware, it can't do much about what's already on computers - and that could pose a problem.    The company is warning users of the Windows XP operating system to check for spyware before downloading the free massive security update, called Service Pack 2..."
1,Reuters - Iraq's interim Prime Minister told\British media in an interview published on Monday he wanted\elections to go ahead as planned in January even if violence\prevented some Iraqis from voting.
4,"Forbes.com - My favorite gadget isn't to be found in the collection featured on the cover. Bruce Upbin, who put these vignettes together, wanted something newfangled, and the Singer model 201 sewing machine I got from a second-hand shop didn't qualify. But it's quite a marvel of mechanical ingenuity and as deserving of a testimonial as those cell phones and iPod docking stations (see p. 72)."
4,"THE burning and deforestation of Brazil #39;s vast Amazon rain forest causes nearly 3 per cent of the world #39;s greenhouse gas emissions, according to a government report released today."
2,"Benfica striker Nuno Gomes sprained his left knee during a league match at the weekend but will not need surgery, the Portuguese league leaders said in a statement onMonday."
2,Kerry Wood returned to Chicago on Wednesday to be examined by a doctor because of back problems that nearly forced the Cubs pitcher to miss Tuesday #39;s start against Pittsburgh.
